ResponseId,Age,Gender,Gender2,Ethnicity,Ethnicity2,Marital,Employment,Income,swipe1_c_m_a,phys_swipe1_c_m_a,person_swipe1_c_m_a,swipe2_c_m_a,phys_swipe2_c_m_a,person_swipe2_c_a,swipe3_c_f_a,phys_swipe3_c_f_a,person_swipe3_c_f_a,swipe4_c_f_a,phys_swipe4_c_f_a,person_swipe4_c_f_a,swipe5_c_f_a,phys_swipe5_c_f_a,person_swipe5_c_f_a,swipe6_c_m_a,phys_swipe6_c_m_a,person_swipe6_c_m_a,swipe7_c_f_a,phys_swipe7_c_f_a,person_swipe7_c_f_a,swipe8_c_m_a,phys_swipe8_c_m_a,person_swipe8_c_m_a,swipe9_c_m_a,phys_swipe9_c_m_a,person_swipe9_c_m_a,swipe10_c_f_a,phys_swipe10_c_f_a,person_swipe10_c_f_a,swipe11_c_m_a,phys_swipe11_c_m_a,person_swipe11_c_m_a,swipe12_c_f_a,phys_swipe12_c_f_a,person_swipe12_c_f_a,swipe13_c_f_a,phys_swipe13_c_f_a,person_swipe13_c_f_a,swipe14_c_m_a,phys_swipe14_c_m_a,person_swipe14_c_m_a,swipe1_t_m_a,phys_swipe1_t_m_a,person_swipe1_t_m_a,swipe2_t_m_a,phys_swipe2_t_m_a,person_swipe2_t_m_a,swipe3_t_f_a,phys_swipe3_t_f_a,person_swipe3_t_f_a,swipe4_t_f_a,phys_swipe4_t_f_a,person_swipe4_t_f_a,swipe5_t_f_a,phys_swipe5_t_f_a,person_swipe5_t_f_a,swipe6_t_m_a,phys_swipe6_t_m_a,person_swipe6_t_m_a,swipe7_t_f_a,phys_swipe7_t_f_a,person_swipe7_t_f_a,swipe8_t_m_a,phys_swipe8_t_m_a,person_swipe8_t_m_a,swipe9_t_m_a,phys_swipe9_t_m_a,person_swipe9_t_m_a,swipe10_t_f_a,phys_swipe10_t_f_a,person_swipe10_t_f_a,swipe11_t_m_a,phys_swipe11_t_m_a,person_swipe11_t_m_a,swipe12_t_f_a,phys_swipe12_t_f_a,person_swipe12_t_f_a,swipe13_t_f_a,phys_swipe13_t_f_a,person_swipe13_t_f_a,swipe14_t_m_a,phys_swipe14_t_m_a,person_swipe14_t_m_a,swipe1_c_f_b,phys_swipe1_c_f_b,person_swipe1_c_f_b,swipe2_c_f_b,phys_swipe2_c_f_b,person_swipe2_c_f_b,swipe3_c_f_b,phys_swipe3_c_f_b,person_swipe3_c_f_b,swipe4_c_m_b,phys_swipe4_c_m_b,person_swipe4_c_m_b,swipe5_c_m_b,phys_swipe5_c_m_b,person_swipe5_c_m_b,swipe6_c_f_b,phys_swipe6_c_f_b,person_swipe6_c_f_b,swipe7_c_m_b,phys_swipe7_c_m_b,person_swipe7_c_m_b,swipe8_c_m_b,phys_swipe8_c_m_b,person_swipe8_c_m_b,swipe9_c_m_b,phys_swipe9_c_m_b,person_swipe9_c_m_b,swipe10_c_f_b,phys_swipe10_c_f_b,person_swipe10_c_f_b,swipe11_c_f_b,phys_swipe11_c_f_b,person_swipe11_c_f_b,swipe12_c_f_b,phys_swipe12_c_f_b,person_swipe12_c_f_b,swipe13_c_m_b,phys_swipe13_c_m_b,person_swipe13_c_m_b,swipe14_c_m_b,phys_swipe14_c_m_b,person_swipe14_c_m_b,swipe1_t_f_b,phys_swipe1_t_f_b,person_swipe1_t_f_b,swipe2_t_f_b,phys_swipe2_t_f_b,person_swipe2_t_f_b,swipe3_t_f_b,phys_swipe3_t_f_b,person_swipe3_t_f_b,swipe4_t_m_b,phys_swipe4_t_m_b,person_swipe4_t_m_b,swipe5_t_m_b,phys_swipe5_t_m_b,person_swipe5_t_m_b,swipe6_t_f_b,phys_swipe6_t_f_b,person_swipe6_t_f_b,swipe7_t_m_b,phys_swipe7_t_m_b,person_swipe7_t_m_b,swipe8_t_m_b,phys_swipe8_t_m_b,person_swipe8_t_m_b,swipe9_t_m_b,phys_swipe9_t_m_b,person_swipe9_t_m_b,swipe10_t_f_b,phys_swipe10_t_f_b,person_swipe10_t_f_b,swipe11_t_f_b,phys_swipe11_t_f_b,person_swipe11_t_f_b,swipe12_t_f_b,phys_swipe12_t_f_b,person_swipe12_t_f_b,swipe13_t_m_b,phys_swipe13_t_m_b,person_swipe13_t_m_b,swipe14_t_m_b,phys_swipe14_t_m_b,person_swipe14_t_m_b,swipe1_c_f_c,phys_swipe1_c_f_c,person_swipe1_c_f_c,swipe2_c_m_c,phys_swipe2_c_m_c,person_swipe2_c_m_c,swipe3_c_f_c,phys_swipe3_c_f_c,person_swipe3_c_f_c,swipe4_c_f_c,phys_swipe4_c_f_c,person_swipe4_c_f_c,swipe5_c_f_c,phys_swipe5_c_f_c,person_swipe5_c_f_c,swipe6_c_m_c,phys_swipe6_c_m_c,person_swipe6_c_m_c,swipe7_c_f_c,phys_swipe7_c_f_c,person_swipe7_c_f_c,swipe8_c_m_c,phys_swipe8_c_m_c,person_swipe8_c_m_c,swipe9_c_m_c,phys_swipe9_c_m_c,person_swipe9_c_m_c,swipe10_c_f_c,phys_swipe10_c_f_c,person_swipe10_c_f_c,swipe11_c_m_c,phys_swipe11_c_m_c,person_swipe11_c_m_c,swipe12_c_m_c,phys_swipe12_c_m_c,person_swipe12_c_m_c,swipe13_c_f_c,phys_swipe13_c_f_c,person_swipe13_c_f_c,swipe14_c_m_c,phys_swipe14_c_m_c,person_swipe14_c_m_c,swipe1_t_f_c,phys_swipe1_t_f_c,person_swipe1_t_f_c,swipe2_t_m_c,phys_swipe2_t_m_c,person_swipe2_t_m_c,swipe3_t_f_c,phys_swipe3_t_f_c,person_swipe3_t_f_c,swipe4_t_f_c,phys_swipe4_t_f_c,person_swipe4_t_f_c,swipe5_t_f_c,phys_swipe5_t_f_c,person_swipe5_t_f_c,swipe6_t_m_c,phys_swipe6_t_m_c,person_swipe6_t_m_c,swipe7_t_f_c,phys_swipe7_t_f_c,person_swipe7_t_f_c,swipe8_t_m_c,phys_swipe8_t_m_c,person_swipe8_t_m_c,swipe9_t_m_c,phys_swipe9_t_m_c,person_swipe9_t_m_c,swipe10_t_f_c,phys_swipe10_t_f_c,person_swipe10_t_f_c,swipe11_t_m_c,phys_swipe11_t_m_c,person_swipe11_t_m_c,swipe12_t_m_c,phys_swipe12_t_m_c,person_swipe12_t_m_c,swipe13_t_f_c,phys_swipe13_t_f_c,person_swipe13_t_f_c,swipe14_t_m_c,phys_swipe14_t_m_c,person_swipe14_t_m_c,swipe1_c_m_d,phys_swipe1_c_m_d,person_swipe1_c_m_d,swipe2_c_m_d,phys_swipe2_c_m_d,person_swipe2_c_m_d,swipe3_c_f_d,phys_swipe3_c_f_d,person_swipe3_c_f_d,swipe4_c_f_d,phys_swipe4_c_f_d,person_swipe4_c_f_d,swipe5_c_f_d,phys_swipe5_c_f_d,person_swipe5_c_f_d,swipe6_c_f_d,phys_swipe6_c_f_d,person_swipe6_c_f_d,swipe7_c_m_d,phys_swipe7_c_m_d,person_swipe7_c_m_d,swipe8_c_m_d,phys_swipe8_c_m_d,person_swipe8_c_m_d,swipe9_c_f_d,phys_swipe9_c_f_d,person_swipe9_c_f_d,swipe10_c_m_d,phys_swipe10_c_m_d,person_swipe10_c_m_d,swipe11_c_f_d,phys_swipe11_c_f_d,person_swipe11_c_f_d,swipe12_c_f_d,phys_swipe12_c_f_d,person_swipe12_c_f_d,swipe13_c_m_d,phys_swipe13_c_m_d,person_swipe13_c_m_d,swipe14_c_m_d,phys_swipe14_c_m_d,person_swipe14_c_m_d,swipe1_t_m_d,phys_swipe1_t_m_d,person_swipe1_t_m_d,swipe2_t_m_d,phys_swipe2_t_m_d,person_swipe2_t_m_d,swipe3_t_f_d,phys_swipe3_t_f_d,person_swipe3_t_f_d,swipe4_t_f_d,phys_swipe4_t_f_d,person_swipe4_t_f_d,swipe5_t_f_d,phys_swipe5_t_f_d,person_swipe5_t_f_d,swipe6_t_f_d,phys_swipe6_t_f_d,person_swipe6_t_f_d,swipe7_t_m_d,phys_swipe7_t_m_d,person_swipe7_t_m_d,swipe8_t_m_d,phys_swipe8_t_m_d,person_swipe8_t_m_d,swipe9_t_f_d,phys_swipe9_t_f_d,person_swipe9_t_f_d,swipe10_t_m_d,phys_swipe10_t_m_d,person_swipe10_t_m_d,swipe11_t_m_d,phys_swipe11_t_f_d,person_swipe11_t_f_d,swipe12_t_f_d,phys_swipe12_t_f_d,person_swipe12_t_f_d,swipe13_t_m_d,phys_swipe13_t_m_d,person_swipe13_t_m_d,swipe14_t_m_d,phys_swipe14_t_m_d,person_swipe14_t_m_d,ideal_phys_fr,ideal_person_fr
R_1dgYAADoTOdxPXf,25-34,Man,"",White,"",Married,Employed for wages,"$35,000-$49,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile,Body type,Adventurous,6_m_nonsmile,Eyes,Trustworthy,7_f_nonsmile,Body type,Fun,13_f_smile,Smile,Fun,2_f_nonsmile,Body type,Kind,15_m_nonsmile,Body type,Hardworking,9_f_smile,Body type,Adventurous,8_m_smile,Body type,Hardworking,14_m_nonsmile,Eyes,Trustworthy,1_f_nonsmile,Body type,Trustworthy,4_m_nonsmile,Body type,Trustworthy,11_m_nonsmile,Smile,Hardworking,5_f_nonsmile,Body type,Trustworthy,17_m_smile,Body type,Fun,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Body Type,Trustworthy
R_2aEm8wvhggpewOE,25-34,Man,"",Asian,"",Single,Employed for wages,"$50,000-$74,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16_m_nonsmile_nike,Hair,Adventurous,5_m_smile_nike,Eyes,Fun,7_f_smile_nike,Smile,Fun,12_f_smile_nike,Body Type,Hardworking,8_f_smile_tjs,Smile,Fun,6_f_smile_none,Smile,Kind,9_m_smile_nike,Smile,Fun,4_m_smile_tjs,Eyes,Fun,14_f_smile_nike,Smile,Kind,11_m_smile_tjs,Smile,Fun,3_f_smile_none,Body Type,Fun,2_f_nonsmile_tjs,Eyes,Trustworthy,6_m_nonsmile_none,Hair,Hardworking,7_m_smile_nike,Smile,Fun,Body Type,Trustworthy
R_1q7Fz6V9YtfBHEL,25-34,Man,"",Native American/Alaskan Native,"",Married,Employed for wages,"$75,000-$99,999",10_m_nonsmile_none,Hair,Kind,3_m_smile_none,Smile,Fun,8_f_nonsmile_none,Eyes,Fun,4_f_nonsmile_none,Smile,Kind,5_f_smile_none,Hair,Adventurous,18_m_nonsmile_none,Eyes,Fun,7_f_smile_none,Body Type,Hardworking,15_m_nonsmile_none,Body Type,Adventurous,5_m_nonsmile_none,Eyes,Trustworthy,6_f_nonesmile_none,Body Type,Fun,13_m_nonsmile_none,Body Type,Trustworthy,2_f_nonsmile_none,Body Type,Adventurous,13_f_nonsmile_none,Hair,Fun,19_m_smile_none,Eyes,Hardworking,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Adventurous
R_2witxpFokJxswky,25-34,Man,"",Asian,"",Married,Employed for wages,"$75,000-$99,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13_f_smile_none,Eyes,Trustworthy,8_f_nonsmile_none,Body Type,Adventurous,5_f_smile_none,Body Type,Kind,6_m_smile_none,Smile,Trustworthy,4_m_smile_none,Body Type,Trustworthy,10_f_smile_none,Body Type,Trustworthy,7_m_nonsmile_none,Hair,Kind,3_m_smile_none,Smile,Trustworthy,1_m_smile_none,Eyes,Hardworking,12_f_smile_none,Body Type,Adventurous,9_f_smile_none,Body Type,Fun,6_f_nonsmile_none,Hair,Hardworking,16_m_smile_none,Smile,Click to write Choice 5,2_m_smile_none,Smile,Trustworthy,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Eyes,Trustworthy
R_1lsijvbVgS1lOcp,45-54,Woman,"",White,"",Married,Out of work and looking for work,"$50,000-$74,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3_m_smile_none,Smile,Fun,5_m_smile_none,Hair,Adventurous,7_f_smile_none,Smile,Hardworking,12_f_smile_none,Eyes,Kind,10_f_smile_none,Smile,Fun,4_f_smile_none,Hair,Hardworking,9_m_smile_none,Body Type,Trustworthy,15_m_nonsmile_none,Body Type,Adventurous,1_f_smile_none,Smile,Trustworthy,11_m_smile_none,Hair,Fun,15_f_smile_none,Smile,Fun,2_f_nonsmile_none,Eyes,Trustworthy,1_m_smile_none,Smile,Adventurous,10_m_nonsmile_none,Body Type,Adventurous,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Fun
R_spqDrecZIV66OFH,25-34,Man,"",White,"",Married,Self-employed,"$75,000-$99,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile,Body type,Kind,6_m_nonsmile,Hair,Kind,7_f_nonsmile,Hair,Adventurous,13_f_smile,Smile,Trustworthy,2_f_nonsmile,Body type,Hardworking,15_m_nonsmile,Body type,Fun,9_f_smile,Smile,Adventurous,8_m_smile,Body type,Fun,14_m_nonsmile,Smile,Adventurous,1_f_nonsmile,Body type,Hardworking,4_m_nonsmile,Hair,Kind,11_m_nonsmile,Smile,Adventurous,5_f_nonsmile,Hair,Fun,17_m_smile,Body type,Fun,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Adventurous
R_1QryLQWbfXWBcv8,25-34,Man,"",White,"",Married,Employed for wages,"$35,000-$49,999",10_m_nonsmile_none,Eyes,Kind,3_m_smile_none,Smile,Adventurous,8_f_nonsmile_none,Eyes,Fun,4_f_nonsmile_none,Hair,Fun,5_f_smile_none,Eyes,Hardworking,18_m_nonsmile_none,Body Type,Kind,7_f_smile_none,Hair,Hardworking,15_m_nonsmile_none,Eyes,Trustworthy,5_m_nonsmile_none,Hair,Trustworthy,6_f_nonesmile_none,Eyes,Adventurous,13_m_nonsmile_none,Smile,Hardworking,2_f_nonsmile_none,Hair,Hardworking,13_f_nonsmile_none,Hair,Trustworthy,19_m_smile_none,Smile,Adventurous,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Hair,Kind
R_6xwTNDfFKJJB31v,35-44,Woman,"",White,"",Married,Employed for wages,"$50,000-$74,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile,Smile,Kind,6_m_nonsmile,Smile,Fun,7_f_nonsmile,Smile,Adventurous,13_f_smile,Eyes,Hardworking,2_f_nonsmile,Eyes,Trustworthy,15_m_nonsmile,Body type,Hardworking,9_f_smile,Smile,Kind,8_m_smile,Smile,Fun,14_m_nonsmile,Eyes,Kind,1_f_nonsmile,Eyes,Hardworking,4_m_nonsmile,Smile,Kind,11_m_nonsmile,Smile,Adventurous,5_f_nonsmile,Eyes,Hardworking,17_m_smile,Smile,Fun,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Eyes,Kind
R_1fj70rXtYVr1UJH,18-24,Woman,"",Hispanic or Latino,"",Single,Out of work but not currently looking for work,"Under $20,000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10_m_nonsmile_nike,Body Type,Trustworthy,3_m_smile_nike,Body Type,Fun,3_f_smile_none,"",Trustworthy,4_f_nonsmile_none,Smile,Trustworthy,5_f_smile_nike,Body Type,Hardworking,17_m_smile_none,Body Type,Trustworthy,7_f_smile_none,Smile,Trustworthy,2_m_nonsmile_tjs,Body Type,Trustworthy,1_m_smile_nike,Body Type,Kind,12_f_nonsmile_tjs,Body Type,Trustworthy,13_m_nonsmile_none,Body Type,Kind,2_f_nonsmile_none,Body Type,Kind,14_f_smile_nike,Smile,Trustworthy,12_m_smile_tjs,Body Type,Trustworthy,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Body Type,Trustworthy
R_2V1kkfblf2CaaIW,25-34,Man,"",Asian,"",Married,Employed for wages,"$75,000-$99,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11_f_smile_nike,Body Type,Trustworthy,8_f_nonsmile_tjs,Body Type,Trustworthy,5_f_smile_none,Eyes,Trustworthy,6_m_smile_none,Smile,Trustworthy,4_m_smile_tjs,Smile,Trustworthy,10_f_smile_tjs,Eyes,Trustworthy,7_m_nonsmile_tjs,Body Type,Hardworking,3_m_smile_tjs,Eyes,Adventurous,1_m_smile_tjs,Eyes,Trustworthy,12_f_smile_tjs,Smile,Kind,9_f_smile_nike,Hair,Hardworking,6_f_nonsmile_none,Eyes,Trustworthy,16_m_smile_nike,Hair,Hardworking,2_m_nonsmile_none,Eyes,Trustworthy,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Hair,Trustworthy
R_2CErSF27eSRLOeN,35-44,Man,"",White,"",Married,Self-employed,"$50,000-$74,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16_m_nonsmile_nike,Body Type,Kind,5_m_smile_nike,Eyes,Trustworthy,7_f_smile_nike,Body Type,Fun,12_f_smile_nike,Hair,Hardworking,8_f_smile_tjs,Smile,Kind,4_f_smile_tjs,Body Type,Trustworthy,13_m_nonsmile_tjs,Body Type,Adventurous,4_m_smile_tjs,Smile,Kind,14_f_smile_nike,Smile,Kind,12_m_nonsmile_none,Body Type,Fun,3_f_smile_none,Eyes,Hardworking,2_f_nonsmile_tjs,Body Type,Adventurous,1_m_smile_tjs,Body Type,Adventurous,7_m_smile_nike,Smile,Kind,Body Type,Adventurous
R_tGV9PYgmnKA2MqR,35-44,Man,"",Black or African-American,"",Single,Self-employed,"$20,000-$34,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile,Smile,Kind,6_m_nonsmile,Eyes,Fun,7_f_nonsmile,Body type,Adventurous,13_f_smile,Hair,Fun,2_f_nonsmile,Body type,Fun,15_m_nonsmile,Eyes,Hardworking,9_f_smile,Smile,Fun,8_m_smile,Eyes,Trustworthy,14_m_nonsmile,Hair,Adventurous,1_f_nonsmile,Eyes,Kind,4_m_nonsmile,Eyes,Kind,11_m_nonsmile,Smile,Fun,5_f_nonsmile,Hair,Hardworking,17_m_smile,Smile,Kind,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Body Type,Adventurous
R_3PESGmttBNzI2Rv,25-34,Man,"",White,"",Single,Self-employed,"Over $100,000",10_m_nonsmile_none,Hair,Kind,3_m_smile_none,Smile,Kind,8_f_nonsmile_none,Hair,Fun,4_f_nonsmile_none,Smile,Fun,5_f_smile_none,Smile,Hardworking,18_m_nonsmile_none,Hair,Kind,7_f_smile_none,Hair,Fun,15_m_nonsmile_none,Smile,Trustworthy,5_m_nonsmile_none,Body Type,Trustworthy,6_f_nonesmile_none,Body Type,Fun,13_m_nonsmile_none,Eyes,Trustworthy,2_f_nonsmile_none,Smile,Trustworthy,13_f_nonsmile_none,Eyes,Kind,19_m_smile_none,Smile,Kind,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Hair,Trustworthy
R_7ZIqDrjqv0ZyFON,25-34,Man,"",White,"",Single,Employed for wages,"$35,000-$49,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11_f_smile_nike,Smile,Kind,8_f_nonsmile_tjs,Body Type,Hardworking,5_f_smile_none,Smile,Kind,18_m_smile_tjs,Smile,Hardworking,13_m_smile_nike,Hair,Kind,2_f_nonsmile_nike,Body Type,Adventurous,7_m_nonsmile_tjs,Hair,Kind,3_m_smile_tjs,Body Type,Adventurous,1_m_smile_tjs,Hair,Fun,12_f_smile_tjs,Hair,Trustworthy,4_f_nonsmile_none,Eyes,Adventurous,7_f_smile_tjs,Hair,Kind,14_m_nonsmile_none,Eyes,Hardworking,2_m_nonsmile_none,Smile,Adventurous,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Fun
R_3pfONmQnBbPhSbk,45-54,Woman,"",White,"",Married,Employed for wages,"Over $100,000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13_f_smile_none,Smile,Adventurous,8_f_nonsmile_none,Hair,Trustworthy,5_f_smile_none,Smile,Outgoing,6_m_smile_none,Eyes,Fun,4_m_smile_none,Smile,Adventurous,10_f_smile_none,Hair,Hardworking,7_m_nonsmile_none,Body Type,Trustworthy,3_m_smile_none,Eyes,Trustworthy,1_m_smile_none,Eyes,Hardworking,12_f_smile_none,Hair,Fun,9_f_smile_none,Smile,Fun,6_f_nonsmile_none,Body Type,Adventurous,16_m_smile_none,Smile,Kind,2_m_smile_none,Eyes,Trustworthy,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Fun
